"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"primavera_2018",-41.3433,-21.7136,279,2018-10-06,36,21.87,26.06,19.06,16.53,34.18,9.09,1.77,4.55,0.66,0.02,5.25,0.26,11.67,73.04,0.59,0.61,0,3.2,4.99,0.90871493348502,12.375,37.242,0.588,69.38408952,69.0208,0.208047553726566,3.01066438192489,12.3347342579405,37.2418576702969,0.90871493348502,0.166138135477758,4.09070552285093,1.15929447714907,12.56,0.837333333333333,7
"primavera_2018",-41.3433,-21.7136,280,2018-10-07,37,22,25.7,19.58,18.48,34.22,8.37,0.84,4.28,0.61,0.02,0.58,0.16,13.2,81.1,0.6,0.59,0,3.97,0.42,0.663097732434777,12.396,37.388,0.279,70.18628,69.8528,0.194545454545455,2.76604924807981,12.3556063364253,37.3877743166256,0.663097732434777,0.166843686460536,3.7686750911282,-3.1886750911282,12.64,0.842666666666667,6.12
"primavera_2018",-41.3433,-21.7136,281,2018-10-08,38,25.03,31.08,20.91,20.17,34.59,18.01,10.84,8.63,1.17,0.03,1.03,0.39,14.73,76.76,0.6,0.58,0,4.37,0.64,1.13015340637394,12.417,37.532,3.586,74.61851772,73.4912,0.344786256492209,5.93895336513778,12.376407517207,37.5317140379206,1.13015340637394,0.198798754975795,8.27429427092959,-7.24429427092959,15.995,1,10.17
"primavera_2018",-41.3433,-21.7136,282,2018-10-09,39,26.71,34.51,20.98,18.4,34.77,21.29,13.74,10.1,1.36,0.04,0.01,0.62,13.34,64.82,0.59,0.56,0,4.48,-0.61,1.86153042612401,12.437,37.674,4.536,75.80612778,74.534,0.378135529764133,7.00582447157523,12.3971331965449,37.6736480945683,1.86153042612401,0.217415183332497,9.8710735712866,-9.8610735712866,17.745,1,13.53
"primavera_2018",-41.3433,-21.7136,283,2018-10-10,40,27.79,35.37,22.13,18.97,35.65,22.74,18.72,10.63,1.4,0.04,1.29,0.52,13.81,62.55,0.59,0.55,0,3.56,0.77,2.00847220292953,12.458,37.814,6.167,77.07406855,75.8192,0.382511694854264,7.46770113357988,12.4177787094913,37.8135496858676,2.00847220292953,0.228753455282006,10.5948803468136,-9.30488034681359,18.75,1,13.24
"primavera_2018",-41.3433,-21.7136,284,2018-10-11,41,26.14,31.29,23.26,21.17,36.15,12.12,1.98,6.06,0.87,0.02,1.67,0.35,15.69,75.98,0.59,0.57,0,1.76,1.32,1.19747794000426,12.478,37.951,0.651,76.27082028,74.9612,0.231828615149197,3.97225653619171,12.438339327425,37.9513939431818,1.19747794000426,0.212277067924019,5.60610638580649,-3.93610638580649,17.275,1,8.03
"primavera_2018",-41.3433,-21.7136,285,2018-10-12,42,26.06,31.82,22.69,20.88,36.17,13.19,6.06,6.46,0.91,0.03,3.64,0.33,15.41,75.67,0.59,0.59,0,4.01,3.31,1.26313301355877,12.499,38.087,1.989,76.11019598,74.7768,0.247889485801995,4.31462246718255,12.4588102557496,38.0871579201335,1.26313301355877,0.212060709369524,6.10041103834119,-2.46041103834119,17.255,1,9.13
"primavera_2018",-41.3433,-21.7136,286,2018-10-13,43,27.72,35.76,21.41,19.69,34.96,25.78,27.74,12.09,1.56,0.04,0.31,0.55,14.39,65.94,0.59,0.56,0,2.93,-0.24,1.91292419829518,12.519,38.221,9.086,77.41956232,76.0084,0.436147186147186,8.41722983667316,12.4791866317701,38.2208205798725,1.91292419829518,0.226858603378425,12.0018658908866,-11.6918658908866,18.585,1,14.35
"primavera_2018",-41.3433,-21.7136,287,2018-10-14,44,25.08,29.97,21.79,21.07,36.22,15.54,8.95,7.49,1.04,0.03,2.09,0.18,15.66,79.11,0.59,0.58,0,2.85,1.91,0.925274403116563,12.54,38.352,2.926,74.94445012,73.8652,0.298644338118022,5.06465962111932,12.4994635227533,38.3523627794473,0.925274403116563,0.197623912286135,7.13499833902104,-5.04499833902104,15.88,1,8.18
"primavera_2018",-41.3433,-21.7136,288,2018-10-15,45,23.21,27.59,20.91,19.02,35.56,9.89,1.72,4.95,0.71,0.02,4.63,0.24,13.73,78.37,0.59,0.6,0,2.93,4.39,0.881792416083958,12.56,38.482,0.561,71.90097023,71.2572,0.213270142180095,3.21760688591922,12.5196359241856,38.4817672513224,0.881792416083958,0.181590054356507,4.49842037644488,0.131579623555118,14.25,0.95,6.68
"primavera_2018",-41.3433,-21.7136,289,2018-10-16,46,23.6,28.18,20.81,19.41,35.54,7.99,1.05,4.11,0.61,0.02,1.47,0.36,14.05,78.61,0.59,0.59,0,3.77,1.11,0.884666404719045,12.58,38.609,0.342,72.5412104,71.7876,0.174152542372881,2.59504635854173,12.539698758237,38.6090185820864,0.884666404719045,0.183927561887259,3.63954388363433,-2.16954388363433,14.495,0.966333333333333,7.37
"primavera_2018",-41.3433,-21.7136,290,2018-10-17,47,23.63,26.49,21.59,20.63,35.74,13.04,4.53,6.47,0.93,0.03,3.22,0.18,15.13,83.85,0.59,0.59,0,4.28,3.04,0.58824928314691,12.601,38.734,1.474,73.06536745,72.2568,0.273804485823106,4.22825834949649,12.5596468724406,38.7341031884035,0.58824928314691,0.179606455948164,5.92364501378223,-2.70364501378223,14.04,0.936,4.9
"primavera_2018",-41.3433,-21.7136,291,2018-10-18,48,24.32,28.07,22.03,21.85,35.83,13.7,6.08,6.67,0.94,0.03,14.55,0.27,16.38,86.73,0.61,0.68,0,3.29,14.28,0.602192357460689,12.621,38.857,1.975,74.47861864,73.386,0.274259868421053,4.43520515800449,12.5794750385996,38.8570092902657,0.602192357460689,0.189316670504686,6.26082377700838,8.28917622299162,15.05,1,6.04
"primavera_2018",-41.3433,-21.7136,292,2018-10-19,49,25.53,30.99,21.97,21.59,35.59,15.96,6.07,7.58,1.02,0.03,5.73,1.58,16.19,80.48,0.62,0.66,0,3.25,4.15,0.985959926508762,12.641,38.978,1.969,75.81173856,74.5024,0.296905601253427,5.15891757165715,12.5991779519296,38.9777268816111,0.985959926508762,0.203818414766514,7.35171581858582,-1.62171581858582,16.48,1,9.02
"primavera_2018",-41.3433,-21.7136,293,2018-10-20,50,22.45,26.55,18.54,15.38,33.31,21,15.1,9.76,1.34,0.04,1.76,1.68,11.06,66.54,0.62,0.61,0,5.03,0.0800000000000001,1.05615237432775,12.661,39.096,4.89,69.7581277,69.1868,0.434743875278396,6.7779843447845,12.6187502304478,39.0962476983751,1.05615237432775,0.166006125484975,9.44953846904472,-7.68953846904472,12.545,0.836333333333333,8.01
"primavera_2018",-41.3433,-21.7136,294,2018-10-21,51,21.45,26.82,18.07,13.19,32.46,17.5,8.2,8.22,1.16,0.03,0,1.37,9.41,61.37,0.61,0.58,0,2.93,-1.37,1.28394679924567,12.681,39.213,2.652,67.93081635,67.3984,0.383216783216783,5.64023958182085,12.6381864146185,39.2125651840525,1.28394679924567,0.165128319864784,7.86939913257471,-7.86939913257471,12.445,0.829666666666667,8.75
"primavera_2018",-41.3433,-21.7136,295,2018-10-22,52,22.32,27.8,18.22,14.54,32.65,21.45,15.6,10,1.36,0.04,0,1.12,10.28,63.07,0.61,0.58,0,2.63,-1.12,1.25888981927115,12.701,39.327,5.038,69.29664176,68.7544,0.448028673835125,6.90378656535905,12.6574809672639,39.3266744528464,1.25888981927115,0.170139852492897,9.68135862675718,-9.68135862675718,13.01,0.867333333333333,9.58
"primavera_2018",-41.3433,-21.7136,296,2018-10-23,53,24.42,32.57,18.27,17.03,31.7,28.2,32.09,12.97,1.68,0.05,0,1.13,12.15,67.4,0.6,0.57,0,3.09,-1.13,1.56322081461568,12.721,39.439,10.351,72.7364892,71.7508,0.531122031122031,9.06424591258658,12.6766282737506,39.4385722504915,1.56322081461568,0.192982809383793,12.9144866105297,-12.9144866105297,15.42,1,14.3
"primavera_2018",-41.3433,-21.7136,297,2018-10-24,54,24.97,31.92,20.31,19.51,34.29,19.6,11.04,9.31,1.27,0.04,0.7,0.73,14.18,74.62,0.6,0.57,0,2.54,-0.03,1.29009524893677,12.74,39.548,3.556,74.30132786,73.1936,0.37284741690028,6.29191330330005,12.6956226424604,39.5482569128395,1.29009524893677,0.20003093971266,9.01068527362066,-8.31068527362066,16.115,1,11.61
"primavera_2018",-41.3433,-21.7136,298,2018-10-25,55,23.94,26.77,22.42,21.15,35.09,7.49,1.36,3.94,0.59,0.02,13.21,0.21,15.67,85.04,0.6,0.64,0,4.08,13,0.60491268866162,12.76,39.656,0.438,73.68567024,72.754,0.164578111946533,2.40145110775946,12.7144583055535,39.6557283223001,0.60491268866162,0.184888907296128,3.41380994564482,9.79619005435518,14.595,0.973,4.35
"primavera_2018",-41.3433,-21.7136,299,2018-10-26,56,23.8,26.58,22.31,21.84,36.45,10.99,1.54,5.65,0.84,0.03,16.57,0.91,16.39,89.03,0.64,0.74,0,4.87,15.66,0.468092622097678,12.779,39.761,0.495,73.8239586,72.8624,0.237394957983193,3.51945713247974,12.7331294200353,39.7609878622361,0.468092622097678,0.183448471176985,5.00459199587431,11.5654080041257,14.445,0.963,4.27
"primavera_2018",-41.3433,-21.7136,300,2018-10-27,57,27.91,34.6,23.15,22.26,36.48,15.35,5.13,7.45,1.05,0.03,14.94,3.46,16.95,74.37,0.65,0.69,0,3.53,11.48,1.48112292371675,12.799,39.864,1.647,78.82129033,77.1236,0.266929415979936,4.91012776345671,12.7516300691305,39.864038369412,1.48112292371675,0.230197780513413,7.15598392147581,7.78401607852419,18.875,1,11.45
"primavera_2018",-41.3433,-21.7136,301,2018-10-28,58,23.56,28.16,19.71,18.16,34.99,14.87,3.83,7.22,1.04,0.03,2.42,3.49,13.09,72.98,0.65,0.68,0,4.51,-1.07,0.971083447851266,12.818,39.965,1.228,71.96960712,71.2976,0.306451612903226,4.75140174317422,12.769954263977,39.964884084603,0.971083447851266,0.178621527661574,6.75062319619026,-4.33062319619026,13.935,0.929,8.45
"primavera_2018",-41.3433,-21.7136,302,2018-10-29,59,21.84,26.1,18.51,16.11,34.04,8.59,2.67,4.41,0.67,0.02,0.65,2.46,11.37,71.22,0.64,0.63,0,2.77,-1.81,0.925104909262021,12.837,40.064,0.856,69.20484352,68.8396,0.201923076923077,2.74188875827716,12.7880959456422,40.0635306014712,0.925104909262021,0.163905978065148,3.85914544846991,-3.20914544846991,12.305,0.820333333333333,7.59
"primavera_2018",-41.3433,-21.7136,303,2018-10-30,60,23,27.53,19.35,18.25,34.83,14.2,4.29,6.94,1,0.03,0.38,1.87,13.02,75.62,0.63,0.61,0,2.56,-1.49,0.865087915779124,12.856,40.16,1.373,71.335014,70.77,0.301739130434783,4.52803696179477,12.8060489874711,40.159984813819,0.865087915779124,0.174039410910953,6.42667693351108,-6.04667693351108,13.44,0.896,8.18
"primavera_2018",-41.3433,-21.7136,304,2018-10-31,61,24.51,30.34,20.57,20.44,34.89,22.05,16.33,10.34,1.4,0.04,0.7,1.93,14.96,79.63,0.63,0.61,0,3.29,-1.23,0.971528659956019,12.875,40.254,5.223,74.08814987,73.0684,0.421868625051,7.02447355403513,12.8238071977703,40.2542548613346,0.971528659956019,0.193332680160711,10.1000247222463,-9.40002472224635,15.455,1,9.77
"primavera_2018",-41.3433,-21.7136,305,2018-11-01,62,27.41,34.07,21.95,22.07,35.24,20,10.63,9.49,1.28,0.04,6.56,2.14,16.68,75.88,0.62,0.63,0,2.06,4.42,1.33267927295775,12.893,40.346,3.397,78.24198092,76.5552,0.346224005837286,6.36556431959729,12.8413643228339,40.3463500739439,1.33267927295775,0.220358001043096,9.28513170816249,-2.72513170816249,18.01,1,12.12
"primavera_2018",-41.3433,-21.7136,306,2018-11-02,63,25.65,30.4,22.7,21.26,35.21,16.86,6.39,8.07,1.12,0.03,0.79,2.42,15.82,78.55,0.63,0.62,0,3.12,-1.63,1.02309059974166,12.912,40.436,2.04,75.79044425,74.5036,0.314619883040936,5.3614702930924,12.8587140503145,40.4362809148863,1.02309059974166,0.204551631187696,7.76918153862075,-6.97918153862075,16.55,1,7.7
"primavera_2018",-41.3433,-21.7136,307,2018-11-03,64,27.03,33.69,22.21,21.39,34,28.05,29.71,13.19,1.73,0.05,0.06,2.65,15.97,74.29,0.62,0.59,0,3.01,-2.59,1.40579108827357,12.93,40.524,9.48,77.45061113,75.9304,0.487976322604513,8.91242393938284,12.8758500129426,40.5240589226334,1.40579108827357,0.219688788760507,13.0185537680936,-12.9585537680936,17.95,1,11.48
"primavera_2018",-41.3433,-21.7136,308,2018-11-04,65,25.78,33.88,21.61,20.09,35.13,19.93,8.77,9.42,1.28,0.04,3.67,1.48,14.74,73.39,0.61,0.6,0,3.38,2.19,1.58138463818095,12.948,40.61,2.796,75.41777258,74.2124,0.365399534522886,6.32737605626196,12.8927657925979,40.6096966517708,1.58138463818095,0.217415183332497,9.24051180252429,-5.57051180252429,17.745,1,12.27
